Nickname,bandgap(eV),c_smiles,newSMILES,Ref.No,HOMO(eV),LUMO(eV)
PBDTT-FDPP,1.51,CCCCCCC(CCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)o3)N(CC(CCCC)CCCCCC)C(=O)C2=C1c1ccc(C)o1,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)o1)c1ccc(o1)-c1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1ccc(o1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1ccc(o1)-c1cc2c(-c3cccs3)c3sc(C)cc3c(-c3cccs3)c2s1,S90,-5.26,-3.75
P2,1.7,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)c2c(-c3ccc(C)s3)nnc(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c2C1=O,CN1C(=O)c2c(C1=O)c(nnc2-c1ccc(C)s1)-c1ccc(s1)-c1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1ccc(s1)-c1nnc(-c2ccc(s2)-c2cc3c(-c4cccs4)c4sc(C)cc4c(-c4cccs4)c3s2)c2C(=O)N(C)C(=O)c12,S484,-5.34,-3.6399999999999997
PBDTT-DPP,1.44,CCCCCCC(CCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)N(CC(CCCC)CCCCCC)C(=O)C2=C1c1ccc(C)s1,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)s1)c1ccc(s1)-c1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1ccc(s1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1ccc(s1)-c1cc2c(-c3cccs3)c3sc(C)cc3c(-c3cccs3)c2s1,S388,-5.3,-3.86
PBDTDT(Qx-3)-T,1.78,CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)s2)c2nc(-c3ccccc3)c(-c3ccccc3)nc2c1-c1ccc(C)s1,COc1c(OC)c(-c2ccc(s2)-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2ccc(s2)-c2c(OC)c(OC)c(-c3ccc(s3)-c3cc4c(-c5cccs5)c5sc(C)cc5c(-c5cccs5)c4s3)c3nc(-c4ccccc4)c(nc23)-c2ccccc2)c2nc(-c3ccccc3)c(nc2c1-c1ccc(C)s1)-c1ccccc1,S249,-5.51,-3.7299999999999995
PBQ-1,1.64,CCCCCCCCOc1ccc(-c2nc3c(-c4ccc(C)s4)ccc(-c4ccc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(C)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)s4)c3nc2-c2ccc(OCCCCCCCC)cc2)cc1,COc1ccc(cc1)-c1nc2c(ccc(-c3ccc(s3)-c3cc4c(-c5cccs5)c5sc(cc5c(-c5cccs5)c4s3)-c3ccc(s3)-c3ccc(-c4ccc(s4)-c4cc5c(-c6cccs6)c6sc(C)cc6c(-c6cccs6)c5s4)c4nc(-c5ccc(OC)cc5)c(nc34)-c3ccc(OC)cc3)c2nc1-c1ccc(OC)cc1)-c1ccc(C)s1,S41,-4.66,-3.0200000000000005
PBDT-DFQX-TP,1.78,CCCCC(CC)COc1ccc(-c2nc3c(-c4ccc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(C)cc7c(-c7ccc(C[C@@H](CC)CCCC)s7)c6s5)s4)c(F)c(F)c(-c4ccc(C)s4)c3nc2-c2ccc(OC[C@@H](CC)CCCC)cc2)cc1,Cc1ccc(s1)-c1c(F)c(F)c(-c2ccc(s2)-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2ccc(s2)-c2c(F)c(F)c(-c3ccc(s3)-c3cc4c(-c5cccs5)c5sc(C)cc5c(-c5cccs5)c4s3)c3nc(-c4ccccc4)c(nc23)-c2ccccc2)c2nc(-c3ccccc3)c(nc12)-c1ccccc1,S251,-5.25,-3.4699999999999998
P1,1.64,CCCCC(CC)Cc1ccc2sc(-c3c4cc(-c5ccc(-c6sc(-c7ccc(C)c8nsnc78)c7c6OCC(CC(CC)CCCC)(CC(CC)CCCC)CO7)c6nsnc56)sc4c(-c4cc5cc(CC(CC)CCCC)ccc5s4)c4cc(C)sc34)cc2c1,Cc1cc2c(-c3cc4ccccc4s3)c3sc(cc3c(-c3cc4ccccc4s3)c2s1)-c1ccc(-c2sc(c3OCC(C)(C)COc23)-c2ccc(-c3cc4c(-c5cc6ccccc6s5)c5sc(cc5c(-c5cc6ccccc6s5)c4s3)-c3ccc(-c4sc(c5OCC(C)(C)COc45)-c4ccc(C)c5nsnc45)c4nsnc34)c3nsnc23)c2nsnc12,S260,-5.2,-3.5600000000000005
PBQ-4,1.73,CCCCCCCCOc1ccc(-c2nc3c(-c4ccc(C)s4)c(F)c(F)c(-c4ccc(-c5cc6c(-c7cc(F)c(CC(CC)CCCC)s7)c7sc(C)cc7c(-c7cc(F)c(CC(CC)CCCC)s7)c6s5)s4)c3nc2-c2ccc(OCCCCCCCC)cc2)cc1,Cc1ccc(s1)-c1c(F)c(F)c(-c2ccc(s2)-c2cc3c(-c4cc(F)cs4)c4sc(cc4c(-c4cc(F)cs4)c3s2)-c2ccc(s2)-c2c(F)c(F)c(-c3ccc(s3)-c3cc4c(-c5cc(F)cs5)c5sc(C)cc5c(-c5cc(F)cs5)c4s3)c3nc(-c4ccccc4)c(nc23)-c2ccccc2)c2nc(-c3ccccc3)c(nc12)-c1ccccc1,S41,-5.05,-3.32
PBDTDTQx-T,1.67,CCCCC(CC)COc1cccc(-c2nc3c(-c4ccc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(C)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)s4)ccc(-c4ccc(C)s4)c3nc2-c2cccc(OC[C@H](CC)CCCC)c2)c1,Cc1ccc(s1)-c1ccc(-c2ccc(s2)-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2ccc(s2)-c2ccc(-c3ccc(s3)-c3cc4c(-c5cccs5)c5sc(C)cc5c(-c5cccs5)c4s3)c3nc(-c4ccccc4)c(nc23)-c2ccccc2)c2nc(-c3ccccc3)c(nc12)-c1ccccc1,S246,-5.12,-3.45
PBDT-DFQX-PT,1.75,CCCCC(CC)COc1ccc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(C)s6)c6nc(-c7ccc(C[C@@H](CC)CCCC)s7)c(-c7ccc(CC(CC)CCCC)s7)nc56)s4)sc3c(-c3ccc(OC[C@@H](CC)CCCC)cc3)c3cc(C)sc23)cc1,Cc1ccc(s1)-c1c(F)c(F)c(-c2ccc(s2)-c2cc3c(-c4ccccc4)c4sc(cc4c(-c4ccccc4)c3s2)-c2ccc(s2)-c2c(F)c(F)c(-c3ccc(s3)-c3cc4c(-c5ccccc5)c5sc(C)cc5c(-c5ccccc5)c4s3)c3nc(-c4cccs4)c(nc23)-c2cccs2)c2nc(-c3cccs3)c(nc12)-c1cccs1,S251,-5.29,-3.54
PFQBDT-TR1,1.7,CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(C)s4)c(F)c(F)c(-c4ccc(-c5cc6c(-c7ccc(CCCCCCCC)s7)c7sc(C)cc7c(-c7ccc(CCCCCCCC)s7)c6s5)s4)c3nc2-c2cccc(OCCCCCCCC)c2)c1,Cc1ccc(s1)-c1c(F)c(F)c(-c2ccc(s2)-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2ccc(s2)-c2c(F)c(F)c(-c3ccc(s3)-c3cc4c(-c5cccs5)c5sc(C)cc5c(-c5cccs5)c4s3)c3nc(-c4ccccc4)c(nc23)-c2ccccc2)c2nc(-c3ccccc3)c(nc12)-c1ccccc1,S252,-5.89,-4.1899999999999995
PBDT-HBTA,1.88,CCCCCCCCC(CCCCCC)Cc1ccc(-c2c3cc(-c4ccc(-c5ccc(-c6ccc(C)s6)c6nn(CCCCCCCC)nc56)s4)sc3c(-c3ccc(CC(CCCCCC)CCCCCCCC)s3)c3cc(C)sc23)s1,Cc1ccc(s1)-c1ccc(-c2ccc(s2)-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2ccc(s2)-c2ccc(-c3ccc(s3)-c3cc4c(-c5cccs5)c5sc(C)cc5c(-c5cccs5)c4s3)c3nn(C)nc23)c2nn(C)nc12,S168,-5.13,-3.25
PBQ-3,1.73,CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(C)s4)c(F)c(F)c(-c4ccc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(C)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)s4)c3nc2-c2cccc(OCCCCCCCC)c2)c1,Cc1ccc(s1)-c1c(F)c(F)c(-c2ccc(s2)-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2ccc(s2)-c2c(F)c(F)c(-c3ccc(s3)-c3cc4c(-c5cccs5)c5sc(C)cc5c(-c5cccs5)c4s3)c3nc(-c4ccccc4)c(nc23)-c2ccccc2)c2nc(-c3ccccc3)c(nc12)-c1ccccc1,S419,-5.1,-3.3699999999999997
PBDT-BT (P2),1.69,CCCCCCc1cc(CCCCCC)c(-c2sc(-c3c4cc(-c5ccc(-c6ccc(-c7ccc(C)s7)c7nsnc67)s5)sc4c(-c4cc(CCCCCC)c(-c5sc(CCCCCC)cc5CCCCCC)s4)c4cc(C)sc34)cc2CCCCCC)s1,Cc1ccc(s1)-c1ccc(-c2ccc(s2)-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2ccc(s2)-c2ccc(-c3ccc(s3)-c3cc4c(-c5cccs5)c5sc(C)cc5c(-c5cccs5)c4s3)c3nsnc23)c2nsnc12,S217,-5.47,-3.78
PIFTBT10,2.0,CCCCCCCCCCC1(CCCCCCCCCC)c2cc(C)ccc2-c2cc3c(cc21)-c1ccc(-c2ccc(-c4ccc(-c5ccc(C)s5)c5nsnc45)s2)cc1C3(CCCCCCCCCC)CCCCCCCCCC,Cc1ccc(s1)-c1ccc(-c2ccc(s2)-c2ccc3-c4cc5c(cc4C(C)(C)c3c2)-c2ccc(C)cc2C5(C)C)c2nsnc12,S142,-5.45,-3.45
PIDSBT-OCH8,1.6,CCCCCCCCOc1ccc(C2(c3ccc(OCCCCCCCC)cc3)c3cc4c(cc3-c3[se]c(C)cc32)C(c2ccc(OCCCCCCCC)cc2)(c2ccc(OCCCCCCCC)cc2)c2cc(-c3ccc(C)c5nsnc35)[se]c2-4)cc1,Cc1cc2c([se]1)-c1cc3c(cc1C2(c1ccccc1)c1ccccc1)-c1[se]c(cc1C3(c1ccccc1)c1ccccc1)-c1ccc(-c2cc3c([se]2)-c2cc4c(cc2C3(c2ccccc2)c2ccccc2)-c2[se]c(cc2C4(c2ccccc2)c2ccccc2)-c2ccc(C)c3nsnc23)c2nsnc12,S318,-5.28,-3.68
PDTCTTBT,1.51,CCCCCCCCOc1ccc(C2(c3ccc(OCCCCCCCC)cc3)c3cc(C)sc3-c3sc4c5c(sc4c32)-c2sc(-c3ccc(C)c4nsnc34)cc2C5(c2ccc(OCCCCCCCC)cc2)c2ccc(OCCCCCCCC)cc2)cc1,Cc1cc2c(s1)-c1sc3c4c(sc3c1C2(c1ccccc1)c1ccccc1)-c1sc(cc1C4(c1ccccc1)c1ccccc1)-c1ccc(-c2cc3c(s2)-c2sc4c5c(sc4c2C3(c2ccccc2)c2ccccc2)-c2sc(cc2C5(c2ccccc2)c2ccccc2)-c2ccc(C)c3nsnc23)c2nsnc12,S329,-5.08,-3.5700000000000003
PBDT-TffBT (P3),1.65,CCCCCCc1cc(CCCCCC)c(-c2sc(-c3c4cc(-c5ccc(-c6c(F)c(F)c(-c7ccc(C)s7)c7nsnc67)s5)sc4c(-c4cc(CCCCCC)c(-c5sc(CCCCCC)cc5CCCCCC)s4)c4cc(C)sc34)cc2CCCCCC)s1,Cc1ccc(s1)-c1c(F)c(F)c(-c2ccc(s2)-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2ccc(s2)-c2c(F)c(F)c(-c3ccc(s3)-c3cc4c(-c5cccs5)c5sc(C)cc5c(-c5cccs5)c4s3)c3nsnc23)c2nsnc12,S217,-5.52,-3.8699999999999997
DT-PDPP3T,1.36,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(C)s4)s3)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1ccc(C)s1,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)s1)c1ccc(s1)-c1ccc(s1)-c1ccc(s1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1ccc(s1)-c1ccc(C)s1,S93,-5.25,-3.8899999999999997
PBDT2FBT-T-O,1.72,CCCCCCC(CCCC)COc1ccc(-c2c3cc(C)sc3c(-c3ccc(OC[C@@H](CCCC)CCCCCC)s3)c3cc(-c4sc(-c5c(F)c(F)c(-c6cc(CC(CC)CCCC)c(C)s6)c6nsnc56)cc4CC(CC)CCCC)sc23)s1,Cc1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1sc(cc1C)-c1c(F)c(F)c(-c2cc(C)c(s2)-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2sc(cc2C)-c2c(F)c(F)c(-c3cc(C)c(C)s3)c3nsnc23)c2nsnc12,S218,-5.41,-3.6900000000000004
PBDT2FBT-O,1.79,CCCCCCC(CCCC)COc1ccc(-c2c3cc(-c4sc(-c5c(F)c(F)c(-c6cc(CC(CC)CCCC)c(C)s6)c6nsnc56)cc4CC(CC)CCCC)sc3c(-c3ccc(OCC(CCCC)CCCCCC)s3)c3cc(C)sc23)s1,Cc1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1sc(cc1C)-c1c(F)c(F)c(-c2cc(C)c(s2)-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2sc(cc2C)-c2c(F)c(F)c(-c3cc(C)c(C)s3)c3nsnc23)c2nsnc12,S218,-5.48,-3.6900000000000004
PIDSFBT-OCH8,1.68,CCCCCCCCOc1ccc(C2(c3ccc(OCCCCCCCC)cc3)c3cc4c(cc3-c3[se]c(C)cc32)C(c2ccc(OCCCCCCCC)cc2)(c2ccc(OCCCCCCCC)cc2)c2cc(-c3c(F)c(F)c(C)c5nsnc35)[se]c2-4)cc1,Cc1cc2c([se]1)-c1cc3c(cc1C2(c1ccccc1)c1ccccc1)-c1[se]c(cc1C3(c1ccccc1)c1ccccc1)-c1c(F)c(F)c(-c2cc3c([se]2)-c2cc4c(cc2C3(c2ccccc2)c2ccccc2)-c2[se]c(cc2C4(c2ccccc2)c2ccccc2)-c2c(F)c(F)c(C)c3nsnc23)c2nsnc12,S318,-5.32,-3.6400000000000006
PQTVTDPP,1.33,CCCCCCCCCCCCc1cc(C)sc1-c1ccc(/C=C/c2ccc(-c3sc(-c4ccc(C5=C6C(=O)N(CC(CC)CCCC)C(c7ccc(C)s7)=C6C(=O)N5CC(CC)CCCC)s4)cc3CCCCCCCCCCCC)s2)s1,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)s1)c1ccc(s1)-c1cc(C)c(s1)-c1ccc(\C=C\c2ccc(s2)-c2sc(C)cc2C)s1,S385,-5.05,-3.7199999999999998
PTIPSBDT-DFDTQX,1.85,CCCCCCCCOc1ccc(-c2nc3c(-c4ccc(C)s4)c(F)c(F)c(-c4ccc(-c5cc6c(C#C[Si](C(C)C)(C(C)C)C(C)C)c7sc(C)cc7c(C#C[Si](C(C)C)(C(C)C)C(C)C)c6s5)s4)c3nc2-c2ccc(OCCCCCCCC)cc2)cc1,Cc1ccc(s1)-c1c(F)c(F)c(-c2ccc(s2)-c2cc3c(C#C[SiH3])c4sc(cc4c(C#C[SiH3])c3s2)-c2ccc(s2)-c2c(F)c(F)c(-c3ccc(s3)-c3cc4c(C#C[SiH3])c5sc(C)cc5c(C#C[SiH3])c4s3)c3nc(-c4ccccc4)c(nc23)-c2ccccc2)c2nc(-c3ccccc3)c(nc12)-c1ccccc1,S242,-5.62,-3.77
PTIPSBDT-DTQX,1.81,CCCCCCCCOc1ccc(-c2nc3c(-c4ccc(C)s4)ccc(-c4ccc(-c5cc6c(C#C[Si](C(C)C)(C(C)C)C(C)C)c7sc(C)cc7c(C#C[Si](C(C)C)(C(C)C)C(C)C)c6s5)s4)c3nc2-c2ccc(OCCCCCCCC)cc2)cc1,Cc1ccc(s1)-c1ccc(-c2ccc(s2)-c2cc3c(C#C[SiH3])c4sc(cc4c(C#C[SiH3])c3s2)-c2ccc(s2)-c2ccc(-c3ccc(s3)-c3cc4c(C#C[SiH3])c5sc(C)cc5c(C#C[SiH3])c4s3)c3nc(-c4ccccc4)c(nc23)-c2ccccc2)c2nc(-c3ccccc3)c(nc12)-c1ccccc1,S242,-5.48,-3.6700000000000004
PFBDT-DTffBT,1.79,CCCCC(CC)CC1(CC(CC)CCCC)c2ccccc2-c2ccc(-c3c4cc(-c5ccc(-c6c(F)c(F)c(-c7ccc(C)s7)c7nsnc67)s5)sc4c(-c4ccc5c(c4)C(CC(CC)CCCC)(CC(CC)CCCC)c4ccccc4-5)c4cc(C)sc34)cc21,Cc1ccc(s1)-c1c(F)c(F)c(-c2ccc(s2)-c2cc3c(-c4ccc5-c6ccccc6C(C)(C)c5c4)c4sc(cc4c(-c4ccc5-c6ccccc6C(C)(C)c5c4)c3s2)-c2ccc(s2)-c2c(F)c(F)c(-c3ccc(s3)-c3cc4c(-c5ccc6-c7ccccc7C(C)(C)c6c5)c5sc(C)cc5c(-c5ccc6-c7ccccc7C(C)(C)c6c5)c4s3)c3nsnc23)c2nsnc12,S456,-5.82,-4.03
DTBTBT-T,2.2,CCCCCCCCCCCCc1c(CCCCCCCCCCCC)c2c(sc3c2sc2c4sc(-c5ccc(C)s5)cc4c(CCCCCCCCCCCC)c(CCCCCCCCCCCC)c23)c2sc(C)cc12,Cc1ccc(s1)-c1cc2c(C)c(C)c3c(sc4c3sc3c5sc(cc5c(C)c(C)c43)-c3ccc(s3)-c3cc4c(C)c(C)c5c(sc6c5sc5c7sc(C)cc7c(C)c(C)c65)c4s3)c2s1,S332,-4.9,-2.7
P3,1.7,CCCCCCCCCCC(CCCCCCCC)Cn1c2cc3c4sc(-c5sc(C)c6c5C(=O)N(CCCCCCCC)C6=O)cc4n(CC(CCCCCCCC)CCCCCCCCCC)c3cc2c2sc(C)cc21,CN1C(=O)c2c(C)sc(-c3cc4n(C)c5cc6c(cc5c4s3)n(C)c3cc(sc63)-c3sc(-c4cc5n(C)c6cc7c(cc6c5s4)n(C)c4cc(C)sc74)c4C(=O)N(C)C(=O)c34)c2C1=O,S361,-5.1,-3.3999999999999995
PFBDT-DTBT,1.71,CCCCC(CC)CC1(CC(CC)CCCC)c2ccccc2-c2ccc(-c3c4cc(-c5ccc(-c6ccc(-c7ccc(C)s7)c7nsnc67)s5)sc4c(-c4ccc5c(c4)C(CC(CC)CCCC)(CC(CC)CCCC)c4ccccc4-5)c4cc(C)sc34)cc21,Cc1ccc(s1)-c1ccc(-c2ccc(s2)-c2cc3c(-c4ccc5-c6ccccc6C(C)(C)c5c4)c4sc(cc4c(-c4ccc5-c6ccccc6C(C)(C)c5c4)c3s2)-c2ccc(s2)-c2ccc(-c3ccc(s3)-c3cc4c(-c5ccc6-c7ccccc7C(C)(C)c6c5)c5sc(C)cc5c(-c5ccc6-c7ccccc7C(C)(C)c6c5)c4s3)c3nsnc23)c2nsnc12,S456,-5.41,-3.7
PtBTPDPP,1.21,CCCCCCCCCCCCCCCCCCCCN1C(=O)C2=C(c3ccc(-c4cc5c(s4)/C(=C4\c6ccccc6-c6cc(C)sc64)c4ccccc4-5)s3)N(CCCCCCCCCCCCCCCCCCCC)C(=O)C2=C1c1ccc(C)s1,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)s1)c1ccc(s1)-c1cc2-c3ccccc3\C(=C3\c4ccccc4-c4cc(sc34)-c3ccc(s3)C3=C4C(=O)N(C)C(=C4C(=O)N3C)c3ccc(s3)-c3cc4-c5ccccc5\C(=C5\c6ccccc6-c6cc(C)sc56)c4s3)c2s1,S444,-5.2,-3.99
PTR7a,1.77,CCCCCCC(CCCC)COc1c2sc3cc(-c4sc(C)c5c(F)c(C(=O)OCC(CC)CCCC)sc45)sc3c2c(OCC(CC)CCCC)c2sc3c(sc4c(OCC(CC)CCCC)c5cc(C)sc5c(OCC(CC)CCCC)c43)c12,COC(=O)c1sc2c(sc(C)c2c1F)-c1cc2sc3c(OC)c4c(sc5c4sc4c(OC)c6cc(sc6c(OC)c54)-c4sc(-c5cc6sc7c(OC)c8c(sc9c8sc8c(OC)c%10cc(C)sc%10c(OC)c98)c(OC)c7c6s5)c5sc(C(=O)OC)c(F)c45)c(OC)c3c2s1,S283,-5.2,-3.43
DT-PDPP2T-TT,1.38,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C(c3ccc(C)s3)N(C[C@H](CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1ccc(-c2cc3sc(C)cc3s2)s1,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)s1)c1ccc(s1)-c1cc2sc(cc2s1)-c1ccc(s1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1ccc(s1)-c1cc2sc(C)cc2s1,S468,-5.1,-3.7199999999999998
DT-PDPPTPT,1.54,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(C)cc4)s3)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1ccc(C)s1,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)s1)c1ccc(s1)-c1ccc(cc1)-c1ccc(s1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1ccc(s1)-c1ccc(C)cc1,S93,-5.4,-3.8600000000000003
PC1BT6,2.01,CCCCCCOc1c(OCCCCCC)c(-c2ccc(-c3ccc4c(c3)C(CCCCCC)(CCCCCC)c3cc5c6cc7c(cc6n(C)c5cc3-4)-c3ccc(C)cc3C7(CCCCCC)CCCCCC)s2)c2nsnc2c1-c1ccc(C)s1,COc1c(OC)c(-c2ccc(s2)-c2ccc3-c4cc5n(C)c6cc7-c8ccc(C)cc8C(C)(C)c7cc6c5cc4C(C)(C)c3c2)c2nsnc2c1-c1ccc(C)s1,S439,-5.48,-3.4700000000000006
PBDTTPD (P2),1.7,CCCCCCc1cc(CCCCCC)c(-c2sc(-c3c4cc(-c5sc(C)c6c5C(=O)N(CCCCCC)C6=O)sc4c(-c4cc(CCCCCC)c(-c5sc(CCCCCC)cc5CCCCCC)s4)c4cc(C)sc34)cc2CCCCCC)s1,CN1C(=O)c2c(C)sc(-c3cc4c(-c5cccs5)c5sc(cc5c(-c5cccs5)c4s3)-c3sc(-c4cc5c(-c6cccs6)c6sc(C)cc6c(-c6cccs6)c5s4)c4C(=O)N(C)C(=O)c34)c2C1=O,S229,-5.52,-3.8199999999999994
PBDTfDTBT-L,1.98,CCCCCCC(CCCC)Cc1ccc(-c2c3cc(-c4sc(-c5cc6c7nsnc7c7cc(-c8cc(CC(CC)CCCC)c(C)s8)sc7c6s5)cc4CC(CC)CCCC)sc3c(-c3ccc(CC(CCCC)CCCCCC)s3)c3cc(C)sc23)s1,Cc1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1sc(cc1C)-c1cc2c3nsnc3c3cc(sc3c2s1)-c1cc(C)c(s1)-c1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1sc(cc1C)-c1cc2c3nsnc3c3cc(sc3c2s1)-c1cc(C)c(C)s1,S454,-5.44,-3.4600000000000004
PBDT2FBT,1.76,CCCCCCC(CCCC)CCc1ccc(-c2c3cc(-c4sc(-c5c(F)c(F)c(-c6cc(CC(CC)CCCC)c(C)s6)c6nsnc56)cc4CC(CC)CCCC)sc3c(-c3ccc(CCC(CCCC)CCCCCC)s3)c3cc(C)sc23)s1,Cc1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1sc(cc1C)-c1c(F)c(F)c(-c2cc(C)c(s2)-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2sc(cc2C)-c2c(F)c(F)c(-c3cc(C)c(C)s3)c3nsnc23)c2nsnc12,S218,-5.6,-3.84
PIC-DTBT,1.91,CCCCCCCCCCC(CCCCCCCCCC)n1c2cc(C)ccc2c2cc3c(cc21)c1ccc(-c2ccc(-c4ccc(-c5ccc(C)s5)c5nsnc45)s2)cc1n3C(CCCCCCCCCC)CCCCCCCCCC,Cc1ccc(s1)-c1ccc(-c2ccc(s2)-c2ccc3c(c2)n(C)c2cc4c(cc32)n(C)c2cc(C)ccc42)c2nsnc12,S20,-5.45,-3.54
P[T3(C6)-iI(HD)]-2,1.58,CCCCCCCCC(CCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCC)CCCCCCCC)c3cc(-c4cc(CCCCCC)c(-c5ccc(-c6sc(C)cc6CCCCCC)s5)s4)ccc32)c2ccc(C)cc21,CN1C(=O)\C(=C2\C(=O)N(C)c3cc(ccc23)-c2cc(C)c(s2)-c2ccc(s2)-c2sc(cc2C)-c2ccc3\C(C(=O)N(C)c3c2)=C2/C(=O)N(C)c3cc(ccc23)-c2cc(C)c(s2)-c2ccc(s2)-c2sc(C)cc2C)c2ccc(C)cc12,S296,-5.29,-3.71
PBDTfDTBO-L,2.01,CCCCCCC(CCCC)Cc1ccc(-c2c3cc(-c4sc(-c5cc6c7nonc7c7cc(-c8cc(CC(CC)CCCC)c(C)s8)sc7c6s5)cc4CC(CC)CCCC)sc3c(-c3ccc(CC(CCCC)CCCCCC)s3)c3cc(C)sc23)s1,Cc1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1sc(cc1C)-c1cc2c3nonc3c3cc(sc3c2s1)-c1cc(C)c(C)s1,S454,-5.51,-3.5
PBDTfDTBS-L,1.92,CCCCCCC(CCCC)Cc1ccc(-c2c3cc(-c4sc(-c5cc6c7n[se]nc7c7cc(-c8cc(CC(CC)CCCC)c(C)s8)sc7c6s5)cc4CC(CC)CCCC)sc3c(-c3ccc(CC(CCCC)CCCCCC)s3)c3cc(C)sc23)s1,Cc1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1sc(cc1C)-c1cc2c3n[se]nc3c3cc(sc3c2s1)-c1cc(C)c(C)s1,S454,-5.4,-3.4800000000000004
PC2BT,2.0,CCCCCCc1cc(-c2ccc(-c3cc(CCCCCC)c(-c4ccc5c(c4)C(CCCCCC)(CCCCCC)c4cc6c7cc8c(cc7n(CC)c6cc4-5)-c4ccc(C)cc4C8(CCCCCC)CCCCCC)s3)c3nsnc23)sc1C,Cc1cc(sc1C)-c1ccc(-c2cc(C)c(s2)-c2ccc3-c4cc5n(C)c6cc7-c8ccc(C)cc8C(C)(C)c7cc6c5cc4C(C)(C)c3c2)c2nsnc12,S439,-5.54,-3.54
