Nickname,Ref. No,PCE_max(%),PCE_ave(%),Voc (V),Jsc (mA cm^2),FF,Mw (kg mol^-1),Mn (kg mol^-1),PDI (=Mw/Mn),Monomer (g mol^-1),-HOMO (eV),-LUMO (eV),bandgap(eV),SMILES,c_smiles,no_atom,no_atom_w_H,mol_weight,aromatic_ring
P(BDT-TT-BO),S79,7.05,7.05,0.76,13.87,0.666,59.1,21.1 ,2.80 ,1461,5.31,3.54,1.77,CC(S1)=CC2=C1C(OC[C@H](CCCCCCCCCC)CCCCCCCC)=C(C=C(C3=CC(SC(C4=C(OCCCCCCCC)C(OCCCCCCCC)=C(C5=CC(SC(C)=C6)=C6S5)C7=NON=C74)=C8)=C8S3)S9)C9=C2OC[C@H](CCCCCCCC)CCCCCCCCCC,CCCCCCCCCC[C@H](CCCCCCCC)COc1c2cc(-c3cc4sc(-c5c(OCCCCCCCC)c(OCCCCCCCC)c(-c6cc7sc(C)cc7s6)c6nonc56)cc4s3)sc2c(OC[C@H](CCCCCCCC)CCCCCCCCCC)c2cc(C)sc12,99,227,1462.3810000000037,9
PTPTDP,S184,4.2,4.2,0.75,10.3,0.54,51.9,28.5 ,1.82 ,1539,5.25,3.6,1.4,O=C(N(CC(CC)CCCC)C(C1=CC=C(C2=CC=C(C3=CC4=C(C(C=C(C(C5=CC=C(CCCCCC)C=C5)(C6=CC=C(CCCCCC)C=C6)C7=C8SC(C)=C7)C8=C9)=C9C4(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)S3)S2)S1)=C%12%13)C%12=C(C%14=CC=C(C)S%14)N(CC(CC)CCCC)C%13=O,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(C)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3ccc(-c5ccc(C6=C7C(=O)N(CC(CC)CCCC)C(c8ccc(C)s8)=C7C(=O)N6CC(CC)CCCC)s5)s3)sc2-4)cc1,109,227,1540.391000000003,10
PBDTTTP,S176,5.53,5.53,0.98,8.12,0.695,277.2,69.3 ,4.00 ,1469,5.43,2.6,2.11,O=C(N1CC(CCCCCCCCCC)CCCCCCCC)C2=CC3=C(C(N(CC(CCCCCCCC)CCCCCCCCCC)C4=C3SC5=C4SC(C)=C5)=O)C=C2C6=C1C(SC(C7=CC8=C(OCC(CCCC)CC)C9=C(C=C(C)S9)C(OCC(CCCC)CC)=C8S7)=C%10)=C%10S6,CCCCCCCCCCC(CCCCCCCC)Cn1c(=O)c2cc3c(cc2c2sc4cc(C)sc4c21)c(=O)n(CC(CCCCCCCC)CCCCCCCCCC)c1c2sc(-c4cc5c(OCC(CC)CCCC)c6sc(C)cc6c(OCC(CC)CCCC)c5s4)cc2sc31,100,228,1470.4040000000036,10
PDTPO-IDT,S181,7.33,7.17,0.97,10.55,0.71,68.9,30.2 ,2.28 ,1532,5.32,3.27,2.05,CC1=CC(N(CC(CCCCCCCCCC)CCCCCCCC)C2=O)=C(S1)C3=C2C=C(C(S4)=CC5=C4C(C6(C7=CC=C(CCCCCC)C=C7)C8=CC=C(CCCCCC)C=C8)=C(S5)C9=C6C=C(C%10=C(C%11(C%12=CC=C(CCCCCC)C=C%12)C%13=CC=C(CCCCCC)C=C%13)C%14=C(C=C(C)S%14)S%10)C%11=C9)S3,CCCCCCCCCCC(CCCCCCCC)Cn1c(=O)c2cc(-c3cc4sc5c(c4s3)C(c3ccc(CCCCCC)cc3)(c3ccc(CCCCCC)cc3)c3cc4c(cc3-5)C(c3ccc(CCCCCC)cc3)(c3ccc(CCCCCC)cc3)c3c-4sc4cc(C)sc34)sc2c2sc(C)cc21,107,228,1533.4650000000029,12
P-2,S322,1.4,1.4,0.63,3.53,0.65,80.0,29.0 ,2.76 ,1409,5.1,3.7,1.64,CC(S1)=CC2=C1C3=C([Si]2(CCCCCCCC)CCCCCCCC)C=C(C([Si]4(CCCCCCCC)CCCCCCCC)=C3)C5=C4C=C(C6=CC=C(C(N(CCCCCCCCCCCC)C7=O)=C8C7=C(C9=CC=C(C)S9)N(CCCCCCCCCCCC)C8=O)S6)S5,CCCCCCCCCCCCN1C(=O)C2=C(c3ccc(-c4cc5c(s4)-c4cc6c(cc4[Si]5(CCCCCCCC)CCCCCCCC)-c4sc(C)cc4[Si]6(CCCCCCCC)CCCCCCCC)s3)N(CCCCCCCCCCCC)C(=O)C2=C1c1ccc(C)s1,96,228,1410.4540000000038,5
PSiFDCTPD,S338,2.8,2.7,0.84,7.3,0.44,34.2,16.3 ,2.10 ,1470,5.31,3.63,1.88,CC1=CC2=C(C(C=C([Si](CCCCCCCC)(CCCCCCCC)C3=C4C=C5C(C(SC(C6=C7C(C(N(CCCCCCCC)C7=O)=O)=C(C)S6)=C8)=C8C5(C9=CC=C(CCCCC)C=C9)C%10=CC=C(CCCCC)C=C%10)=C3)C4=C%11)=C%11C2(C%12=CC=C(CCCCC)C=C%12)C%13=CC=C(CCCCC)C=C%13)S1,CCCCCCCCN1C(=O)c2c(C)sc(-c3cc4c(s3)-c3cc5c(cc3C4(c3ccc(CCCCC)cc3)c3ccc(CCCCC)cc3)-c3cc4c(cc3[Si]5(CCCCCCCC)CCCCCCCC)-c3sc(C)cc3C4(c3ccc(CCCCC)cc3)c3ccc(CCCCC)cc3)c2C1=O,105,228,1471.3540000000032,9
P-PDTz-Tdt-HH,S294,1.82,1.82,0.83,4.86,0.45,16.2,13.5 ,1.20 ,1391,5.59,3.84,1.75,CC1=CC(CC(CCCCCCCCCC)CCCCCCCCCCCC)=C(S1)C2=NC3=NC(S4)=C(N=C3S2)N=C4C5=C(CC(CCCCCCCCCCCC)CCCCCCCCCC)C=C(C6=C(CCCCCC)C=C(C7=CC(CCCCCC)=C(C)S7)S6)S5,CCCCCCCCCCCCC(CCCCCCCCCC)Cc1cc(C)sc1-c1nc2nc3sc(-c4sc(-c5sc(-c6cc(CCCCCC)c(C)s6)cc5CCCCCC)cc4CC(CCCCCCCCCC)CCCCCCCCCCCC)nc3nc2s1,94,228,1392.426000000004,7
BT1,S97,3.29,3.29,0.73,6.72,0.67,142.0,67.6 ,2.10 ,1435,5.5,3.98,1.52,CC1=CC(CCCCCCCCCCCC)=C(C2=NC(C=C(SC(C3=C(CCCCCCCCCCCC)C=C(C4=CC=C5C(N(CC(CCCCCCCC)CCCCCC)C(/C5=C6C(SC(C)=C7)=C7N(CC(CCCCCC)CCCCCCCC)C\6=O)=O)=C4)S3)=N8)C8=C9)=C9S2)S1,CCCCCCCCCCCCc1cc(C)sc1-c1nc2cc3sc(-c4sc(-c5ccc6c(c5)N(CC(CCCCCC)CCCCCCCC)C(=O)/C6=C5/C(=O)N(CC(CCCCCC)CCCCCCCC)c6cc(C)sc65)cc4CCCCCCCCCCCC)nc3cc2s1,99,229,1436.3690000000036,7
P2,S492,3.66,3.66,0.61,9.33,0.645,30.4,18.0 ,1.69 ,1519,5.14,3.58,1.28,CC1=C2C(C(N1CC(CCCCCCCCCC)CCCCCCCC)=O)=C(C3=CC=C(C4=CC=C(C5=C(CCCCCC)C=C(C6=CC=C(C7=CC(CCCCCC)=C(C8=CC=C(C9=CC=C(C)S9)S8)S7)C%10=NSN=C%106)S5)S4)S3)N(CC(CCCCCCCC)CCCCCCCCCC)C2=O,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5sc(-c6ccc(-c7cc(CCCCCC)c(-c8ccc(-c9ccc(C)s9)s8)s7)c7nsnc67)cc5CCCCCC)s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1C,103,229,1520.4930000000033,8
P3,S492,0.45,0.45,0.62,1.6,0.451,35.0,24.3 ,1.44 ,1555,5.22,3.75,1.21,CC1=C2C(C(N1CC(CCCCCCCCCC)CCCCCCCC)=O)=C(C3=CC=C(C4=CC=C(C5=C(CCCCCC)C=C(C6=C(F)C(F)=C(C7=CC(CCCCCC)=C(C8=CC=C(C9=CC=C(C)S9)S8)S7)C%10=NSN=C%106)S5)S4)S3)N(CC(CCCCCCCC)CCCCCCCCCC)C2=O,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5sc(-c6c(F)c(F)c(-c7cc(CCCCCC)c(-c8ccc(-c9ccc(C)s9)s8)s7)c7nsnc67)cc5CCCCCC)s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1C,105,229,1556.4730000000034,8
P\83\C0NDTDTNT,S113,3.6,3.6,0.8,8.41,0.535,60.5,28.3 ,2.10 ,1459,5.46,3.64,1.65,CC(S1)=C(CC(CCCCCCCC)CCCCCC)C=C1C(C2=NSN=C23)=CC4=C3C=C(C5=CC(C[C@H](CCCCCC)CCCCCCCC)=C(C6=CC7=C(C=C(CCCCCCCCCCCC)C8=C7C(CCCCCCCCCCCC)=CC9=C8C=C(C)S9)S6)S5)C%10=NSN=C%104,CCCCCCCCCCCCc1cc2sc(-c3sc(-c4cc5c(cc(-c6cc(CC(CCCCCC)CCCCCCCC)c(C)s6)c6nsnc65)c5nsnc45)cc3C[C@H](CCCCCC)CCCCCCCC)cc2c2c(CCCCCCCCCCCC)cc3sc(C)cc3c12,100,230,1460.4600000000037,10
PQ1,S197,1.08,1.08,1.01,2.12,0.507,61.1,34.7 ,1.76 ,1627,5.61,3.65,1.96,CC(S1)=CC2=C1C(C3=CC(C4=CC=C(CCCCCCCCCCCC)S4)=C(C5=CC=C(CCCCCCCCCCCC)S5)S3)=C(C=C(C6=CC=C(C7=NN=C(C8=CC=C(C)S8)N=N7)S6)S9)C9=C2C%10=CC(C%11=CC=C(CCCCCCCCCCCC)S%11)=C(C%12=CC=C(CCCCCCCCCCCC)S%12)S%10,CCCCCCCCCCCCc1ccc(-c2cc(-c3c4cc(-c5ccc(-c6nnc(-c7ccc(C)s7)nn6)s5)sc4c(-c4cc(-c5ccc(CCCCCCCCCCCC)s5)c(-c5ccc(CCCCCCCCCCCC)s5)s4)c4cc(C)sc34)sc2-c2ccc(CCCCCCCCCCCC)s2)s1,108,230,1628.708000000003,12
PR11,S495,4.0,4.0,0.92,7.6,0.57,90.7,34.9 ,2.60 ,1475,5.88,3.98,1.58,CC1=CC=C(C2=C(F)C(F)=C(C3=CC=C(C4=CC=C5C(N(CC(CCCCCCCC)CCCCCC)C(/C5=C6C(C=CC(C)=C7)=C7N(CC(CCCCCC)CCCCCCCC)C\6=O)=O)=C4)S3)C8=C2N=C(C9=CC=CC(OCCCCCCCC)=C9)C(C%10=CC(OCCCCCCCC)=CC=C%10)=N8)S1,CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(C)s4)c(F)c(F)c(-c4ccc(-c5ccc6c(c5)N(CC(CCCCCC)CCCCCCCC)C(=O)/C6=C5/C(=O)N(CC(CCCCCC)CCCCCCCC)c6cc(C)ccc65)s4)c3nc2-c2cccc(OCCCCCCCC)c2)c1,106,230,1476.1800000000032,8
PNNT12HD,S104,8.2,8.0,0.82,15.6,0.64,88.9,36.0 ,2.47 ,1459,5.22,3.54,1.68,CC(S1)=C(CC(CCCCCCCC)CCCCCC)C=C1C2=CC(C3=NSN=C34)=C(C5=NSN=C52)C=C4C6=CC(CC(CCCCCC)CCCCCCCC)=C(S6)C7=CC8=C(C9=CC(CCCCCCCCCCCC)=C(C=C(C)S%10)C%10=C9C=C8CCCCCCCCCCCC)S7,CCCCCCCCCCCCc1cc2c(cc(CCCCCCCCCCCC)c3cc(-c4sc(-c5cc6c(cc(-c7cc(CC(CCCCCC)CCCCCCCC)c(C)s7)c7nsnc76)c6nsnc56)cc4CC(CCCCCC)CCCCCCCC)sc32)c2sc(C)cc12,100,230,1460.4600000000037,10
P\83\BFNDTDTNT,S113,8.01,8.01,0.8,15.55,0.644,86.4,67.3 ,1.30 ,1459,5.4,3.64,1.58,CC(S1)=C(CC(CCCCCCCC)CCCCCC)C=C1C(C2=NSN=C23)=CC4=C3C=C(C5=CC(C[C@H](CCCCCC)CCCCCCCC)=C(C6=CC7=C(C(C(CCCCCCCCCCCC)=CC8=C9SC(C)=C8)=C9C(CCCCCCCCCCCC)=C7)S6)S5)C%10=NSN=C%104,CCCCCCCCCCCCc1cc2cc(-c3sc(-c4cc5c(cc(-c6cc(CC(CCCCCC)CCCCCCCC)c(C)s6)c6nsnc65)c5nsnc45)cc3C[C@H](CCCCCC)CCCCCCCC)sc2c2c(CCCCCCCCCCCC)cc3cc(C)sc3c12,100,230,1460.4600000000034,10
PTzNTz-BOHD,S108,5.2,4.8,0.84,9.8,0.63,59.2,29.1 ,2.20 ,1525,5.41,3.44,1.57,CC1=CC(CC(CCCC)CCCCCC)=C(C2=NC(SC(C3=C(CC(CCCC)CCCCCC)C=C(C4=C(CC(CCCCCC)CCCCCCCC)C=C(C5=CC(C6=NSN=C6C(C7=CC(CC(CCCCCC)CCCCCCCC)=C(C)S7)=C8)=C8C9=NSN=C95)S4)S3)=N%10)=C%10S2)S1,CCCCCCCCC(CCCCCC)Cc1cc(-c2cc3c(cc(-c4cc(CC(CCCCCC)CCCCCCCC)c(-c5cc(CC(CCCC)CCCCCC)c(-c6nc7sc(-c8sc(C)cc8CC(CCCC)CCCCCC)nc7s6)s5)s4)c4nsnc43)c3nsnc23)sc1C,102,230,1526.5700000000043,10
PBDTT?DTTBT,S81,6.03,6.03,0.78,12.46,0.62,31.1,14.8 ,2.10 ,1549,5.11,3.46,1.65,CC(S1)=CC2=C1C(C3=CC=C(CC(CCCCCCCC)CCCCCC)S3)=C(C=C(C4=C(CCCCCCCCCCC)C(SC(C5=CC=C(C6=CC(SC(C)=C7CCCCCCCCCCC)=C7S6)C8=NSN=C85)=C9)=C9S4)S%10)C%10=C2C%11=CC=C(CC(CCCCCCCC)CCCCCC)S%11,CCCCCCCCCCCc1c(C)sc2cc(-c3ccc(-c4cc5sc(-c6cc7c(-c8ccc(CC(CCCCCC)CCCCCCCC)s8)c8sc(C)cc8c(-c8ccc(CC(CCCCCC)CCCCCCCC)s8)c7s6)c(CCCCCCCCCCC)c5s4)c4nsnc34)sc12,103,231,1550.6530000000037,11
PBDTT?DTBT,S81,2.34,2.34,0.82,5.78,0.495,56.0,20.0 ,2.80 ,1465,5.15,3.52,1.63,CC(S1)=CC2=C1C(C3=CC=C(CC(CCCCCCCC)CCCCCC)S3)=C(C=C(C4=C(CCCCCCCCCCCC)C=C(C5=CC=C(C6=CC(CCCCCCCCCCCC)=C(C)S6)C7=NSN=C75)S4)S8)C8=C2C9=CC=C(CC(CCCCCC)CCCCCCCC)S9,CCCCCCCCCCCCc1cc(-c2ccc(-c3cc(CCCCCCCCCCCC)c(-c4cc5c(-c6ccc(CC(CCCCCC)CCCCCCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CCCCCC)CCCCCCCC)s6)c5s4)s3)c3nsnc23)sc1C,99,231,1466.529000000004,9
PQ2,S197,3.8,3.8,0.8,7.68,0.621,82.7,33.9 ,2.44 ,1629,5.28,3.31,1.97,CC(S1)=CC2=C1C(C3=CC(C4=CC=C(CCCCCCCCCCCC)S4)=C(C5=CC=C(CCCCCCCCCCCC)S5)S3)=C(C=C(C6=CC=C(C7=CC=C(C8=CC=C(C)S8)S7)S6)S9)C9=C2C%10=CC(C%11=CC=C(CCCCCCCCCCCC)S%11)=C(C%12=CC=C(CCCCCCCCCCCC)S%12)S%10,CCCCCCCCCCCCc1ccc(-c2cc(-c3c4cc(-c5ccc(-c6ccc(-c7ccc(C)s7)s6)s5)sc4c(-c4cc(-c5ccc(CCCCCCCCCCCC)s5)c(-c5ccc(CCCCCCCCCCCC)s5)s4)c4cc(C)sc34)sc2-c2ccc(CCCCCCCCCCCC)s2)s1,107,231,1630.7850000000033,12
PBDPP-OD,S408,2.13,1.9,0.74,4.3,0.67,410.4,114.0 ,3.60 ,1465,5.27,3.86,1.41,CC1=CC2=C(C(C3=CC=C(CC(CC)CCCC)S3)=C(C=C(C4=CC=C(C(N(CC(CCCCCCCC)CCCCCCCCCC)C5=O)=C6C5=C(C7=CC=C(C)S7)N(CC(CCCCCCCCCC)CCCCCCCC)C6=O)S4)S8)C8=C2C9=CC=C(CC(CC)CCCC)S9)S1,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1ccc(C)s1,100,232,1466.460000000004,7
PDTBDT-DTNT,S288,7.52,7.52,0.65,17.51,0.66,62.0,26.4 ,2.35 ,1629,5.51,3.9,1.58,CC(S1)=CC2=C1C3=C(C(C4=CC(CCCCCCCCCC)=C(CCCCCCCCCC)S4)=C(C5=C(C=C(C6=C(CCCCCC)C=C(C7=CC(C8=NSN=C8C(C9=CC(CCCCCC)=C(C)S9)=C%10)=C%10C%11=NSN=C%117)S6)S5)S%12)C%12=C3C%13=CC(CCCCCCCCCC)=C(CCCCCCCCCC)S%13)S2,CCCCCCCCCCc1cc(-c2c3sc4cc(-c5sc(-c6cc7c(cc(-c8cc(CCCCCC)c(C)s8)c8nsnc87)c7nsnc67)cc5CCCCCC)sc4c3c(-c3cc(CCCCCCCCCC)c(CCCCCCCCCC)s3)c3sc4cc(C)sc4c23)sc1CCCCCCCCCC,108,232,1630.7240000000031,13
P1,S275,2.89,2.89,0.69,7.0,0.6,55.6,28.9 ,1.90 ,1401,5.5,3.7,1.8,O=C1C(C2=C(C3=CC=C(C)O3)N1CC(CCCC)CC)=C(C(O4)=CC=C4C(S5)=CC(CCCCCCCCCC)=C5C(O6)=C(CCCCCCCCCC)C(C6=C7)=CC8=C7C(CCCCCCCCCC)=C(C9=C(CCCCCCCCCC)C=C(C)S9)O8)N(C[C@@H](CC)CCCC)C2=O,CCCCCCCCCCc1cc(C)sc1-c1oc2cc3c(CCCCCCCCCC)c(-c4sc(-c5ccc(C6=C7C(=O)N(CC(CC)CCCC)C(c8ccc(C)o8)=C7C(=O)N6C[C@@H](CC)CCCC)o5)cc4CCCCCCCCCC)oc3cc2c1CCCCCCCCCC,100,232,1402.1880000000037,7
PSDTTT,S312,5.4,5.3,0.69,11.6,0.66,44.4,13.1 ,3.39 ,1559,5.4,3.6,1.77,CC1=CC2=C(C(SC(C3=NC(SC(C4=CC5=C(C(SC(C6=CC7=C(C(OCC(CCCC)CCCCCC)=C(C=C(C)S8)C8=C7OCC(CCCCCC)CCCC)S6)=C9)=C9[Si]5(CCCCCCCC)CCCCCCCC)S4)=N%10)=C%10S3)=C%11)=C%11[Si]2(CCCCCCCC)CCCCCCCC)S1,CCCCCCCC[Si]1(CCCCCCCC)c2cc(C)sc2-c2sc(-c3nc4sc(-c5cc6c(s5)-c5sc(-c7cc8c(OCC(CCCC)CCCCCC)c9sc(C)cc9c(OCC(CCCC)CCCCCC)c8s7)cc5[Si]6(CCCCCCCC)CCCCCCCC)nc4s3)cc21,102,232,1560.7280000000035,9
P1,S425,3.0,2.9,0.6,7.83,0.609,35.0,24.0 ,1.46 ,1372,5.14,3.69,1.5,CC1=CC2=C(C(OCCCCCCCCCCCC)=C(C=C(C3=C(CCCCCCCCCCCC)C=C(C4=CC=C(C5=CC(CCCCCCCCCCCC)=C(C)S5)C6=NN(CCCCCCCCCCCC)N=C64)S3)S7)C7=C2OCCCCCCCCCCCC)S1,CCCCCCCCCCCCOc1c2cc(-c3sc(-c4ccc(-c5cc(CCCCCCCCCCCC)c(C)s5)c5nn(CCCCCCCCCCCC)nc45)cc3CCCCCCCCCCCC)sc2c(OCCCCCCCCCCCC)c2cc(C)sc12,95,232,1373.329000000004,7
PBDTA-INDI,S428,5.04,4.81,0.93,8.51,0.637,249.0,61.1 ,4.00 ,1463,5.41,3.29,2.0,CC1=CC(C(OCC(CCCC)CC)=C(SC(C2=CC=C(C3=C(C(N(CC(CCCCCCCCCC)CCCCCCCC)C4=O)=O)C4=C(C=C(C5=CC=C(C)S5)C(C(N6CC(CCCCCCCC)CCCCCCCCCC)=O)=C7C6=O)C7=C3)S2)=C8)C8=C9OCC(CC)CCCC)=C9S1,CCCCCCCCCCC(CCCCCCCC)Cn1c(=O)c2c(-c3ccc(C)s3)cc3c(cc(-c4ccc(-c5cc6c(OCC(CC)CCCC)c7sc(C)cc7c(OCC(CC)CCCC)c6s5)s4)c4c(=O)n(CC(CCCCCCCC)CCCCCCCCCC)c(=O)c43)c2c1=O,102,232,1464.3060000000037,9
PAF-C12NT,S109,3.64,3.64,0.69,8.45,0.625,59.9,16.6 ,3.60 ,1505,5.4,3.85,1.55,CC1=CC=C(C(C=CC(C2=CC(CCCCCCCCCCCC)=C(C3=CC=C(C4=CC(C5=NSN=C5C(C6=CC=C(C7=C(CCCCCCCCCCCC)C=C(C)S7)S6)=C8)=C8C9=NSN=C94)S3)S2)=C%10)=C%10/C%11=C(CC(CCCCCCCC)CCCCCC)/CCCCCCCCCCCC)C%11=C1,CCCCCCCCCCCC/C(CC(CCCCCC)CCCCCCCC)=C1\c2cc(C)ccc2-c2ccc(-c3cc(CCCCCCCCCCCC)c(-c4ccc(-c5cc6c(cc(-c7ccc(-c8sc(C)cc8CCCCCCCCCCCC)s7)c7nsnc76)c6nsnc56)s4)s3)cc21,104,232,1506.488000000004,10
P3,S275,2.28,2.28,0.66,7.4,0.47,24.0,9.5 ,2.50 ,1433,5.6,3.8,1.8,O=C1C(C2=C(C3=CC=C(C)S3)N1CC(CCCC)CC)=C(C(S4)=CC=C4C(S5)=CC(CCCCCCCCCC)=C5C(O6)=C(CCCCCCCCCC)C(C6=C7)=CC8=C7C(CCCCCCCCCC)=C(C9=C(CCCCCCCCCC)C=C(C)S9)O8)N(CC(CCCC)CC)C2=O,CCCCCCCCCCc1cc(C)sc1-c1oc2cc3c(CCCCCCCCCC)c(-c4sc(-c5ccc(C6=C7C(=O)N(CC(CC)CCCC)C(c8ccc(C)s8)=C7C(=O)N6CC(CC)CCCC)s5)cc4CCCCCCCCCC)oc3cc2c1CCCCCCCCCC,100,232,1434.3240000000037,7
PTzBT-10OD,S83,3.8,3.6,0.84,8.5,0.54,35.0,16.0 ,2.20 ,1479,5.2,3.4,1.8,CC1=CC(CCCCCCCCCC)=C(C2=NC(SC(C3=C(CCCCCCCCCC)C=C(C4=CC(CC(CCCCCCCCCC)CCCCCCCC)=C(C5=NC(SC(C6=C(CC(CCCCCCCC)CCCCCCCCCC)C=C(C)S6)=N7)=C7S5)S4)S3)=N8)=C8S2)S1,CCCCCCCCCCc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c5nc6sc(-c7sc(C)cc7CC(CCCCCCCC)CCCCCCCCCC)nc6s5)s4)cc3CCCCCCCCCC)nc2s1,98,232,1480.582000000004,8
CPDT-co-FADTA,S368,1.38,1.38,0.7,4.57,0.43,10.0,4.4 ,2.26 ,1504,5.21,3.52,1.69,CC1=CC2=C(C(SC(C3=CC(C(CCCCCC)(CCCCCC)C4=C5C=CC(N(C6=CC=C(C(C=CC(C)=C7)=C7C8(CCCCCC)CCCCCC)C8=C6)C9=CC=C(/C=C\C%10=CC=C(/C=C%11C(N(CC)C(N(CC)C\%11=O)=S)=O)S%10)C=C9)=C4)=C5C=C3)=C%12)=C%12C2(CC(CC)CCCC)CC(CC)CCCC)S1,CCCCCCC1(CCCCCC)c2cc(C)ccc2-c2ccc(N(c3ccc(/C=C\c4ccc(C=C5C(=O)N(CC)C(=S)N(CC)C5=O)s4)cc3)c3ccc4c(c3)C(CCCCCC)(CCCCCC)c3cc(-c5cc6c(s5)-c5sc(C)cc5C6(CC(CC)CCCC)CC(CC)CCCC)ccc3-4)cc21,107,232,1505.3650000000032,8
PBDTTFTTQ-EH,S253,6.82,6.65,0.72,13.4,0.708,101.4,18.5 ,5.49 ,1549,5.12,3.03,1.66,CC(S1)=CC=C1C2=CC(F)=C(C(S3)=CC=C3C(S4)=CC(C4=C5C6=CC(CCCCCCCC)=C(CCCCCCCC)S6)=C(C7=CC(CCCCCCCC)=C(CCCCCCCC)S7)C8=C5C=C(C)S8)C9=C2N=C(C%10=CC(OCCCCCCCC)=CC=C%10)C(C%11=CC=CC(OCCCCCCCC)=C%11)=N9,CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(C)s4)cc(F)c(-c4ccc(-c5cc6c(-c7cc(CCCCCCCC)c(CCCCCCCC)s7)c7sc(C)cc7c(-c7cc(CCCCCCCC)c(CCCCCCCC)s7)c6s5)s4)c3nc2-c2cccc(OCCCCCCCC)c2)c1,107,232,1550.4680000000033,11
P9,S280,4.61,4.61,0.8,9.81,0.587,14.3,11.3 ,1.27 ,1443,5.31,3.61,1.7,CC1=CC2=C(C(C#C[Si](C(C)C)(C(C)C)C(C)C)=C(C=C(C3=CC(OCCCCCCCCCCCCCCCCCCCC)=C(C4=NC(SC(C5=C(OCCCCCCCCCCCCCCCCCCCC)C=C(C)S5)=N6)=C6S4)S3)O7)C7=C2C#C[Si](C(C)C)(C(C)C)C(C)C)O1,CCCCCCCCCCCCCCCCCCCCOc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc5c(C#C[Si](C(C)C)(C(C)C)C(C)C)c6oc(C)cc6c(C#C[Si](C(C)C)(C(C)C)C(C)C)c5o4)cc3OCCCCCCCCCCCCCCCCCCCC)nc2s1,98,232,1444.468000000004,7
P2,S281,4.44,4.44,0.83,8.74,0.612,203.4,75.7 ,2.69 ,1535,5.3,3.25,1.68,CC1=CC2=C(C(C3=CC(CCCCCCCC)=C(CCCCCCCC)S3)=C(C=C(C4=CC=C(C5=C(F)C(F)=C(C6=CC=C(C)S6)C7=C5N=C(C8=CC(OCCCCCCCC)=CC=C8)C(C9=CC(OCCCCCCCC)=CC=C9)=N7)S4)O%10)C%10=C2C%11=CC(CCCCCCCC)=C(CCCCCCCC)S%11)O1,CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(C)s4)c(F)c(F)c(-c4ccc(-c5cc6c(-c7cc(CCCCCCCC)c(CCCCCCCC)s7)c7oc(C)cc7c(-c7cc(CCCCCCCC)c(CCCCCCCC)s7)c6o5)s4)c3nc2-c2cccc(OCCCCCCCC)c2)c1,108,232,1536.3220000000033,11
P1,S281,2.22,2.22,0.83,5.28,0.51,68.0,24.9 ,2.73 ,1517,5.25,3.2,1.67,CC1=CC2=C(C(C3=CC(CCCCCCCC)=C(CCCCCCCC)S3)=C(C=C(C4=CC=C(C5=CC(F)=C(C6=CC=C(C)S6)C7=C5N=C(C8=CC(OCCCCCCCC)=CC=C8)C(C9=CC(OCCCCCCCC)=CC=C9)=N7)S4)O%10)C%10=C2C%11=CC(CCCCCCCC)=C(CCCCCCCC)S%11)O1,CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(-c5cc6c(-c7cc(CCCCCCCC)c(CCCCCCCC)s7)c7oc(C)cc7c(-c7cc(CCCCCCCC)c(CCCCCCCC)s7)c6o5)s4)cc(F)c(-c4ccc(C)s4)c3nc2-c2cccc(OCCCCCCCC)c2)c1,107,232,1518.3320000000037,11
